"","OBJECTID","STATEFP10","COUNTYFP10","TRACTCE10","GEOID10","NAME10","NAMELSAD10","MTFCC10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","LOGRECNO","Bld_cnt","Inf_cnt","Trash_cnt","Tree_cnt","Light_cnt","geometry"
"1",1,"42","101","009400","42101009400","94","Census Tract 94","G5020","S",366717,0,"+39.9632709","-075.2322437","10429",NA,NA,2,NA,NA,list(list(c(1506540.49427331, 1506494.77886745, 1506454.30075099, 1506405.75391686, 1506372.0864326, 1506311.9864433, 1506225.83010321, 1506164.84364273, 1506113.3808902, 1506049.56944401, 1505879.80857271, 1505881.81947877, 1505882.08498661, 1505883.10186812, 1505884.36983794, 1505887.54838252, 1505889.00766925, 1505891.37950049, 1505893.85252414, 1505980.34919076, 1506063.56545111, 1506239.99710886, 1506250.69526112, 1506261.17013386, 1506317.62791819, 1506338.98730957, 1506412.2454117, 1506445.14687482, 
1506508.45544137, 1506608.62189031, 1506606.18051782, 1506605.1952295, 1506603.95568173, 1506599.0648941, 1506594.44688462, 1506540.49427331, 4490297.89448923, 4490299.00619352, 4490300.04515687, 4490301.02989082, 4490301.59125838, 4490302.96691039, 4490305.71741529, 4490307.76062416, 4490308.83264144, 4490311.07060156, 4490315.5496547, 4490386.39847587, 4490408.20499592, 4490434.86346444, 4490494.85251881, 4490581.13741902, 4490667.59481992, 4490754.1404563, 4490840.61513246, 4490838.24879441, 4490836.26569002, 
4490830.96431614, 4490830.73906032, 4490830.51002093, 4490829.10913156, 4490828.56661019, 4490826.83984526, 4490825.80643737, 4490824.25144844, 4490821.44039453, 4490732.11546732, 4490695.24151838, 4490648.69972723, 4490475.58242716, 4490296.97922362, 4490297.89448923)))
"2",2,"42","101","009500","42101009500","95","Census Tract 95","G5020","S",319070,0,"+39.9658709","-075.2379140","10430",2,NA,NA,NA,4,list(list(c(1505899.33807927, 1505900.68727955, 1505898.63235483, 1505897.58760789, 1505893.85252414, 1505891.37950049, 1505889.00766925, 1505887.54838252, 1505884.36983794, 1505883.10186812, 1505882.08498661, 1505881.81947877, 1505879.80857271, 1505706.8039221, 1505648.8522513, 1505598.3682358, 1505533.70902622, 1505538.76798265, 1505543.43286178, 1505544.855066, 1505546.30355985, 1505547.89457681, 1505552.23504664, 1505557.31144169, 1505555.02607362, 1505561.57275474, 1505625.14920184, 1505695.16056657, 
1505751.92477361, 1505791.24434444, 1505842.8536572, 1505859.12117934, 1505871.68564778, 1505883.95170652, 1505899.33807927, 4491116.21089277, 4491109.18916705, 4491013.57229923, 4490971.76579062, 4490840.61513246, 4490754.1404563, 4490667.59481992, 4490581.13741902, 4490494.85251881, 4490434.86346444, 4490408.20499592, 4490386.39847587, 4490315.5496547, 4490320.09810382, 4490321.30833517, 4490323.19766909, 4490324.7201757, 4490504.10957628, 4490676.90833369, 4490727.11844274, 4490772.01186067, 4490850.06540545, 
4491023.02592118, 4491211.47167635, 4491226.97091652, 4491235.748371, 4491253.94646333, 4491273.87686291, 4491290.00583168, 4491300.99844422, 4491315.72070818, 4491258.79042787, 4491214.79618067, 4491171.0976752, 4491116.21089277)))
"3",3,"42","101","009600","42101009600","96","Census Tract 96","G5020","S",405273,0,"+39.9655396","-075.2435075","10431",3,NA,NA,NA,NA,list(list(c(1505300.50105473, 1505247.43242718, 1505187.96406532, 1505127.18814153, 1505075.99519008, 1505009.0455921, 1505010.05067047, 1505013.78657018, 1504975.5054832, 1504963.68213421, 1504954.80751213, 1504946.41465457, 1504937.63950391, 1504929.27500961, 1504924.52984698, 1504922.24108875, 1504921.24546101, 1504925.49795861, 1504927.94596056, 1504930.32126183, 1504934.76470283, 1505027.47388591, 1505120.06968364, 1505206.51592589, 1505265.44942314, 1505320.66746207, 1505379.46037544, 1505465.97586189, 
1505552.23504664, 1505547.89457681, 1505546.30355985, 1505544.855066, 1505543.43286178, 1505538.76798265, 1505533.70902622, 1505477.35354913, 1505425.75681959, 1505360.92347516, 1505303.85028989, 1505300.50105473, 4490330.70629676, 4490332.31108879, 4490334.17089673, 4490335.76398417, 4490337.24279329, 4490339.06736596, 4490376.96288444, 4490517.83490084, 4490518.61570377, 4490515.49283129, 4490511.99473498, 4490510.42976545, 4490510.87844372, 4490513.93713287, 4490518.86629836, 4490525.52135736, 
4490531.74912288, 4490693.22240881, 4490778.0426611, 4490866.41087452, 4491039.13743308, 4491036.66492451, 4491034.32457155, 4491031.88098987, 4491030.38990431, 4491029.09169292, 4491027.47846473, 4491025.13270321, 4491023.02592118, 4490850.06540545, 4490772.01186067, 4490727.11844274, 4490676.90833369, 4490504.10957628, 4490324.7201757, 4490326.07682797, 4490327.63966307, 4490329.13580827, 4490330.64873771, 4490330.70629676)))
"4",4,"42","101","013800","42101013800","138","Census Tract 138","G5020","S",341256,0,"+39.9764504","-075.1771771","10468",NA,NA,NA,NA,2,list(list(c(1511069.78436915, 1511094.12510721, 1511092.54338025, 1511091.65198255, 1511090.88983897, 1511090.35518596, 1511089.12924341, 1511087.59825863, 1511085.4966086, 1511083.72908851, 1510943.20320694, 1510902.84484076, 1510862.18864763, 1510803.00584156, 1510741.70832873, 1510746.97267568, 1510767.31111029, 1510745.83178182, 1510704.6540537, 1510655.17570477, 1510624.87887518, 1510585.3851479, 1510551.98898798, 1510516.2200425, 1510517.35513474, 1510518.32494554, 1510519.22730128, 1510521.51517276, 
1510522.45268608, 1510525.98529467, 1510526.30623211, 1510528.33527937, 1510532.04335385, 1510532.54132369, 1510537.47258706, 1510542.49582642, 1510612.61332956, 1510681.84120253, 1510752.33381126, 1510821.53417841, 1510961.1367952, 1510959.9530214, 1510959.65036991, 1510958.58194101, 1510958.18762262, 1510956.8787074, 1510956.29782886, 1511030.44311203, 1511069.78436915, 4492861.48826273, 4492861.02169068, 4492819.09683501, 4492781.56784952, 4492742.82052017, 4492703.18046377, 4492659.00054404, 
4492614.5701053, 4492558.76701649, 4492511.15840814, 4492472.49607379, 4492461.27980301, 4492450.20480604, 4492433.63198228, 4492416.39556462, 4492369.98757586, 4492219.35702772, 4492219.81867701, 4492221.55172412, 4492222.73086143, 4492223.15247359, 4492224.60818266, 4492225.3003494, 4492226.55803228, 4492262.99650951, 4492296.74521553, 4492331.30909716, 4492377.87131861, 4492419.03389094, 4492498.93762053, 4492541.18151203, 4492576.99227408, 4492704.91467925, 4492721.76469291, 4492877.53433445, 
4493040.56756228, 4493037.42127909, 4493035.08679611, 4493032.54244785, 4493030.97262738, 4493027.92557559, 4492982.1789172, 4492975.62322439, 4492952.48416803, 4492943.94305225, 4492905.69800823, 4492863.6635738, 4492862.24242295, 4492861.48826273)))
"5",5,"42","101","013900","42101013900","139","Census Tract 139","G5020","S",562934,0,"+39.9750563","-075.1711846","10469",NA,NA,NA,1,2,list(list(c(1511094.12510721, 1511069.78436915, 1511030.44311203, 1510956.29782886, 1510956.8787074, 1510958.18762262, 1510958.58194101, 1510959.65036991, 1510959.9530214, 1510961.1367952, 1511100.9940961, 1511194.27635151, 1511240.0784883, 1511293.78880415, 1511321.01466922, 1511381.14268027, 1511545.63028949, 1511595.52480789, 1511632.60175148, 1511682.72725545, 1511678.29502332, 1511676.64271298, 1511674.9658468, 1511674.00490435, 1511672.80342208, 1511671.68472486, 1511670.81757486, 1511670.46635332, 
1511669.834905, 1511668.30527284, 1511666.6733038, 1511665.63238853, 1511661.87743966, 1511660.11117152, 1511659.30735713, 1511657.71654435, 1511656.94215462, 1511589.18720931, 1511552.84548373, 1511519.43144494, 1511407.49369484, 1511340.63721845, 1511281.54578586, 1511223.08755531, 1511163.49671373, 1511073.5339219, 1511023.06961141, 1510985.92528014, 1510935.11205772, 1510882.97515307, 1510840.37138025, 1510795.73226957, 1510767.31111029, 1510746.97267568, 1510741.70832873, 1510803.00584156, 1510862.18864763, 
1510902.84484076, 1510943.20320694, 1511083.72908851, 1511085.4966086, 1511087.59825863, 1511089.12924341, 1511090.35518596, 1511090.88983897, 1511091.65198255, 1511092.54338025, 1511094.12510721, 4492861.02169068, 4492861.48826273, 4492862.24242295, 4492863.6635738, 4492905.69800823, 4492943.94305225, 4492952.48416803, 4492975.62322439, 4492982.1789172, 4493027.92557559, 4493021.85131899, 4493018.44058637, 4493016.95594015, 4493015.83626078, 4493015.6899692, 4493013.24511316, 4493006.48858408, 4493006.02826164, 
4493004.43905167, 4493003.51766913, 4492840.63521131, 4492787.59276648, 4492741.5490375, 4492726.35354452, 4492684.52716468, 4492642.7349266, 4492612.94644534, 4492596.61711431, 4492582.14719048, 4492539.30800425, 4492490.4770507, 4492444.28823049, 4492341.18862171, 4492289.58297898, 4492262.3892315, 4492231.0357474, 4492195.24214329, 4492197.20579941, 4492197.44400811, 4492198.79764896, 4492202.30044696, 4492202.41474288, 4492203.90148571, 4492206.21401938, 4492206.51991263, 4492210.08507978, 4492210.91322506, 
